Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:fde29bda-e289-42f8-8e98-a72a4ce09671	2000415867	Mon Feb 14 2011 11:56:12 GMT-0500 (EST)	Raynaldo	1	How about crucifying someone before they are convicted? Good show Lapointe & RCMP.
CommentKey:011f3a37-d258-419d-bf75-3ab0a0fcbb0f	2000415867	Mon Feb 14 2011 12:10:50 GMT-0500 (EST)	WayneMC	20	Well done just took too long!
CommentKey:6e9a8dc7-a538-41a0-8fd8-e3213cd2dc2b	2000415867	Mon Feb 14 2011 12:12:42 GMT-0500 (EST)	Sebastian Leblanc	14	Lapointe should run for higher office! He's awesome! Finally, someone being honest in Gov't.
CommentKey:cba5eb7b-243c-438b-a28d-09d6de2f3217	2000415867	Mon Feb 14 2011 12:18:11 GMT-0500 (EST)	imhotep	14	So, all 3 parties are represented. However, we'll have to see if they are found guilty what penalty will be imposed. Hopefully it won't be a token slap on the wrist.
CommentKey:4e8adba7-21a7-4932-8bfa-49a165557066	2000415867	Mon Feb 14 2011 12:18:50 GMT-0500 (EST)	Howcanitbe	21	Its about time
CommentKey:10c443dd-1a32-4f6f-a1ae-e44255ace370	2000415867	Mon Feb 14 2011 12:20:58 GMT-0500 (EST)	blanchecanadien	10	Charges will be dropped, and an announcement will be made that this whole thing has been one big "misunderstanding".
CommentKey:056f574b-5062-400e-8f4a-aa131f171f3d	2000415867	Mon Feb 14 2011 12:23:05 GMT-0500 (EST)	SueCliff-Renaud	15	Former MLAs Richard Hurlburt, Russell MacKinnon and David Wilson have been charged, as well as Independent MLA Trevor Zinck.  It's about time - I was beginning to think they had buried the "MLA Expense Scandal".  However, II still think that the others who supposedly submitted expense claims that later had to be paid back, should also be charged.  If it were you or I, we sure would be!
CommentKey:c32eeb20-5893-4f1b-a2ba-42cf2fb02c0e	2000415867	Mon Feb 14 2011 12:23:23 GMT-0500 (EST)	EnoughAlready	38	Trevor Zinck needs to do the honourable thing, for once in his life, and step down NOW.  I know he'll cling to his seat in the legislature, but just like a government falls when it's lost the confidence of the legislature, Zinck has lost the confidence of the voters.  Furthermore, given the level of trust we place in our MLAs, they should be held to a higher standard, and therefore, should face stricter sentencing when they breech the public trust.  There should be no conditional sentences and house arrest for these turkeys.  They have committed crimes against ALL Nova Scotians, and should face punishments that reflect that.
CommentKey:075da0c2-e723-4fcb-8bf2-35b4205be46a	2000415867	Mon Feb 14 2011 12:27:01 GMT-0500 (EST)	spondytoo	19	Every provincial mla and federal mp and senator should be subject to audit by the official auditors.  Do they really think that we believe that they are more honest than average? If jack would make this part of the nd's platform, he could tap the voters that are disgusted by the financial antics of some politicians. Britain found plenty of cockroaches under the bed when they looked. Not in canada?
CommentKey:e90980a5-520c-4ad0-80d9-1bd3da0febe6	2000415867	Mon Feb 14 2011 12:28:11 GMT-0500 (EST)	bpsfidd	14	Glad to see the wheels of justice moving on this.  There is a lot of work to be done for politicians to regain the public's trust and I think this is a huge step towards that.
CommentKey:a84faf36-bdec-4c93-bfb9-23d498b45143	2000415867	Mon Feb 14 2011 12:28:28 GMT-0500 (EST)	Fact-ually	16	Well, hats off to the Dexter government for actually doing something about the charade we have known as politics in this province.   We have seen numerous MLAs in court, we saw the Libs stealing money from the NSLC, and we saw the Tories sneak millions of dollars into the hands of their business buddies.  Now we give the NDP a chance, and they are the first bunch who are being responsible, transparent and reeling in the spending that the previous governments felt so entitled to!  FINALLY a government who are making things better in this province and who are making things right!
CommentKey:456e9c2c-0859-450a-83ae-3d40899a7100	2000415867	Mon Feb 14 2011 12:31:34 GMT-0500 (EST)	FallOutGrl	10	Once damages are laid (upon conviction), how about that money going toward directly paying for better infrastructure before hitting the coffers?
CommentKey:97f8efec-f26e-4ca7-bd81-0fe986b1c24a	2000415867	Mon Feb 14 2011 12:32:00 GMT-0500 (EST)	weneedhelp902	6	What about the sitting MLA's and Premier. Dexter illegally used funds for computers and cameras for his kidsand when caught paid for them. It is still thief. If he had never been caught he would have continued on as normal.  A thief is a thief whether they get caught or not. Charge Dexter!!!!
CommentKey:1c744e2d-946b-4306-95f3-f9800ec2381a	2000415867	Mon Feb 14 2011 12:32:44 GMT-0500 (EST)	krankykanuk	16	time to hold these clowns accountable now ......the people are doing it now in egypt  why not here time for reform
CommentKey:0bb5644c-6200-454f-8166-807fca246f57	2000415867	Mon Feb 14 2011 12:33:38 GMT-0500 (EST)	EnoughAlready	11	Factually, this has NOTHING to do with the Dexter government.  The AG operates independantly.  Dexter was happy to have his law society fees paid until the AG looked into things, then he decided that he didn't need the full membership, the non-practicing membership would be fine.  Dexter also bought himself several macs and cameras as well.  He is far from clean in this, and he doesn't get the credit for the investigation and charges either.
CommentKey:2f6d9c67-3f4a-478a-bfe3-f2bfd4c34ca8	2000415867	Mon Feb 14 2011 12:34:37 GMT-0500 (EST)	Underbridge	21	Good start.  Now do the Feds.
CommentKey:004bb183-7fc2-4427-b470-386cf456c175	2000415867	Mon Feb 14 2011 12:35:12 GMT-0500 (EST)	ibelieveingold	9	No problem, they'll just file a claim for these charges, as well as the laywer fees.
CommentKey:0acc30b5-9806-4a27-888d-7bdae9d8999b	2000415867	Mon Feb 14 2011 12:35:42 GMT-0500 (EST)	Fustak	12	The good news: as a result of the AG's report, and thanks to the NDP, Nova Scotia now has a fully accountable system. All expenses require receipts and constituency expenses are now posted online. The bad news: as the saying goes "one bad apple spoils the bunch". Our province has lost a lot of faith in public figures because of the actions of a few "bad apples".
CommentKey:0b3cbe1d-d8a3-4dd3-92ee-ada16286f7b4	2000415867	Mon Feb 14 2011 12:35:49 GMT-0500 (EST)	NicoleBerube 	13	I hear there are a lot of power outages in Nova Scotia, and a generator comes handy...right?
CommentKey:c7ed24f3-353f-4b91-b524-a29f2040d660	2000415867	Mon Feb 14 2011 12:36:01 GMT-0500 (EST)	Neil Macdonald	2	It is news like this that makes me glad I left this backwater for good.
CommentKey:c1149f57-1ede-4eca-8252-632ac062ce18	2000415867	Mon Feb 14 2011 12:36:04 GMT-0500 (EST)	JMac4444	16	A former Premier caught with his hand in the til.  This is only the ones stupid enough to sign their name on a forged document.  You can only imagine how many others did plenty without getting caught.  Sickening, to say the least.
CommentKey:3c44cd4b-7af7-4a13-9e36-03e8df6a4452	2000415867	Mon Feb 14 2011 12:37:29 GMT-0500 (EST)	iggy503	18	I hope that Politicians in other provinces are reading this...This is not limited to Nova Scotia, and it would be wise for Federal politicos to pay attention as well...What has happened in Egypt could welll happen in Canada, as I firmly belive taxpayers are getting fed up with the Crap that comes out of Ottawa and the many Legislative Assemblies....Civic politics is no better....Time for some big changes in all areas...
CommentKey:f8137932-62f9-46e6-b240-f9621397c472	2000415867	Mon Feb 14 2011 12:37:40 GMT-0500 (EST)	Darntootin	10	Ok Mr. Dexter... this is your chance to come clean! It's also an opportunity for Nova scotia criminal penalties to be handed out to these criminals the same as they are to other Nova Scotians.  These people volunteered to become politicians, but after being elected, deemed themselves above the same laws that apply to those who voted them into office.  Who will be represented in the courts in April? The politicians?  Or the electorate!
CommentKey:dc7f3c63-0776-4fb2-8d9f-0b438d6cab65	2000415867	Mon Feb 14 2011 12:39:22 GMT-0500 (EST)	Bubabuba	18	I see party affiliations mean nothing when it comes to "sticky fingers".  12:39
CommentKey:6f6c1ec1-304f-4266-a821-de110a4f09d0	2000415867	Mon Feb 14 2011 12:40:02 GMT-0500 (EST)	Myopinion48	11	The garbage we elect in this country, it is a wonder we have a country at all...  Don't know what the asnwer is but, what ever we are doing now isn't working.   We have a dictator at the federal helm, all kinds of garabe coming out of the federal polticians and now the provinicial polly's are proving them selves to be no better.
CommentKey:3573870f-bf91-4e49-8251-5349b95e1752	2000415867	Mon Feb 14 2011 12:41:02 GMT-0500 (EST)	JMac4444	22	Don't stop there.   I think Nova Scotians need to investigate if there is a connection to the privatization of NS Power and stock options going to former Tory Premier Donald Cameron and others.  Think about it.
CommentKey:4c12ed69-f3d8-455b-9d44-ae967b3d888a	2000415867	Mon Feb 14 2011 12:41:19 GMT-0500 (EST)	dave777	10	Government + secrets == corruption.
CommentKey:271dd14a-49d6-4672-bfab-fb3ecf2a3ec5	2000415867	Mon Feb 14 2011 12:41:49 GMT-0500 (EST)	ljhnsn61	17	All to often it the scum that are attracted to "public office".   Perhaps cutting back on the elaborate perks/benefits would help not to attract people just looking to slurp from the generous public trough.
CommentKey:4ff4fd07-8985-4772-99fe-6926ee20dab0	2000415867	Mon Feb 14 2011 12:41:53 GMT-0500 (EST)	Jay from Ottawa	12	Looks like some people need to have their life savings liquidated and stuffed back into city coffers
CommentKey:fec1fb97-1e21-4cca-a449-06a2f2506daa	2000415867	Mon Feb 14 2011 12:42:55 GMT-0500 (EST)	Canman05	12	Maybe we can get an investigation in Ontario.  Shouldn't take too long, everyone already knows how corrupt McGuinty is.
CommentKey:4ab7ac4a-87b6-4cd8-a925-239ad70f6257	2000415867	Mon Feb 14 2011 12:43:56 GMT-0500 (EST)	dave777	7	RCMP actually charged politicians for fraud?  Did someone clean up the RCMP leadership?
CommentKey:cd824956-3c2f-41a5-aceb-1a9ffb4a9665	2000415867	Mon Feb 14 2011 12:44:34 GMT-0500 (EST)	KLM409	16	Dave Wilson, you pustule...31 counts of uttering a forged document??  Not only are you and the rest of these scumbags repeat offenders, you're crappy at it too--a REAL crooked politician would've gotten away with it.    May you all see cement walls....unlikely, but we can hope.
CommentKey:6fe70ea7-cbe3-4a86-801b-aceeb7098dab	2000415867	Mon Feb 14 2011 12:45:08 GMT-0500 (EST)	kfinch	9	To JMac4444: It's Russell MacKinnon that was charged, not former Premier Russell MacLellan.
CommentKey:188e57b4-ef9b-4194-8eab-fc4ceaa4ff9d	2000415867	Mon Feb 14 2011 12:46:19 GMT-0500 (EST)	bruno1997	13	Odd, isn't it, that our federal MPs AND our provincial MLAs-- here in BC at least-- AND both the government AND opposition, are agreed on only ONE thing.   They ALL reject more stringent controls on their TAXPAYER funded expenses!  wonder why?
CommentKey:109bcaf1-afce-4400-ad1d-6446814b6531	2000415867	Mon Feb 14 2011 12:46:21 GMT-0500 (EST)	Do Tell	7	JMac4444 wrote "A former Premier caught with his hand in the til."  Huh? Who would that be?
CommentKey:873e58c2-1df3-4927-b73a-af68f5d0a1c5	2000415867	Mon Feb 14 2011 12:47:32 GMT-0500 (EST)	tim-pros rebel	7	I Love NS Day At 11:30, food, hot apple cider, and collectibles will be handed out at Celebration Square. what a day to ruin-you nasty politicians!!!
CommentKey:3a99acf4-c077-4c35-9aaf-c8b727274f45	2000415867	Mon Feb 14 2011 12:49:08 GMT-0500 (EST)	pudgey1	7	Not a sitting member of the government was charged, what about dexter, he had laptops, printers, cameras, he also expensed his law fees, if that ain't crooked then let the rest of the hook, he is the leader of all the crooks
CommentKey:d8fb21d4-4f3a-41fd-ab11-4cfad281fff7	2000415867	Mon Feb 14 2011 12:50:09 GMT-0500 (EST)	DartmouthBetty	10	Good on the RCMP and the Auditor General. I know everyone deserves their day in court, but it's good to see the wheels of justice in motion.
CommentKey:018f6b49-4176-412c-bb01-cfec04b0db4b	2000415867	Mon Feb 14 2011 12:50:11 GMT-0500 (EST)	Philomath	10	It's about time a politician got charged for corruption.  It's only a provincial legislature though.  I'm still waiting for them to clean house in Parliament.
CommentKey:41f6bdd3-d658-49e1-879d-d69bb6df5dac	2000415867	Mon Feb 14 2011 12:50:39 GMT-0500 (EST)	PeterEdwards	8	Isn't someone responsible for approving these expenses, and if so, why are't they also in this investigation.
CommentKey:639ef927-7c00-4e1e-92e4-7b4933eec1f9	2000415867	Mon Feb 14 2011 12:50:47 GMT-0500 (EST)	mike d 1	7	It,s time we force them to let the Auditor General examine ALL MP,s and MLA expenses . Our Govt better look at how the people are reacting to Govt,s world wide are being exposed AND DEPOSED.
CommentKey:3fa8c65a-9228-4d77-ab20-9833a9c72c03	2000415867	Mon Feb 14 2011 12:51:11 GMT-0500 (EST)	falco colombarus	10	The residents of North Dartmouth have been without a real sitting MLA since just after the last election. It is about time that the seat be finally declared vacant and a by-election held so we can have a full representative voice in the NS legislature.
CommentKey:d1bdba99-a123-43c4-94e8-fda3449123d3	2000415867	Mon Feb 14 2011 12:51:19 GMT-0500 (EST)	Lionized	15	I guess these charges will explain Dave WIlson's sudden resignation. 31 forged documents is a lot of 'oopses' to explain.
CommentKey:04ac003f-e05f-400e-a265-9321e60ef3c2	2000415867	Mon Feb 14 2011 12:51:42 GMT-0500 (EST)	NS_Jack	9	Time to see if Dexter and the NDP are defenders of public funds they claim to be.  There was proposed legislation last year that would immediately eject sitting memebers found guilty of criminal offences committed while in office and also it granted the house the power to strip an MLA of their pension if it was determined they committed a criminal office against taxpayers while serving in government.  I call for Dexter and his regime to immediately use their majority government to implement that proposed law and show Nova Scotian's they are serious about MLA expense reform and setting a new course for transparency in government.  My guess is he'll walk away from the problem and hire a committee to look at the matter.  That'll tell me all I needed to know.
CommentKey:e4c35e7d-2a6d-4e4e-985c-1471db9ee14b	2000415867	Mon Feb 14 2011 12:52:57 GMT-0500 (EST)	John from HRM, Nova Scotia	4	Maybe the province should be turned over to the military like they did in Egypt. At least the streets would probably be clean and ship-shape.
CommentKey:79b48d33-76a4-4d5d-b932-22b708b371fd	2000415867	Mon Feb 14 2011 12:53:33 GMT-0500 (EST)	carriestorms	6	Surprise, surprise...more shining examples of what our political system really looks like and that is why when politicians come knocking at my door I don't even bother to answer. The government can't seem to find funds for support services for low income families and women's organizations, but they can certainly find money for generators, fancy furniture and bank rolling crocks who are living high off the hog thanks to tax payers money!!  I'm happy to see that they are being held accountable for their actions. They should be treated like everyone else who breaks the law.
CommentKey:06ed0ce8-1ccb-4069-b68f-44e634f1aa4b	2000415867	Mon Feb 14 2011 12:54:27 GMT-0500 (EST)	RBK in Alberta	11	A business owner has the right to know how much each employee makes, how much company money he spends, and how productive that employee is. I don't think anyone here would argue that point.  As taxpayers, we are the owners of the business called Canada, and those same right should be a given. we should know how much we are paying each MP or MLA, how much of our money they are spending in addition to their pay and what benefits they produce for the country or province. We should also be able to fire them on the spot for any irregularities.  I wonder how many politicians we would have if full disclosure to the taxpayer were a prime requisite for holding the position?
CommentKey:755f29ec-c735-4650-a35c-fdda7c977868	2000415867	Mon Feb 14 2011 12:54:35 GMT-0500 (EST)	Stay tuned	6	I understand that it is very hard for Canadians to find time to become involved in grass roots politics, but that is the only means by which we may  keep a rein on politicians and special interest groups.
CommentKey:e372b984-d531-4d5e-a72d-34e1efd070a6	2000415867	Mon Feb 14 2011 12:54:36 GMT-0500 (EST)	GeoMck	5	The British investigated their MP's and found much fraudulent activity.  N.S. has now found the same with their MLAs, HOWEVER, there is absolutely NO reason to suspect our federal MP's could possibly be doing the same illegal activities.  Even though they refuse to be audited by Shelia Frazer, I have the greatest of faith that our MP's only have the interests of their constituents and the proper allocation of our tax dollars in mind.  How do I know this?  The Prime Minister, Mr Harper, said so.  Is that not enough evidence that all is well on Capital Hill?  lol
CommentKey:b93e91a1-7ce9-4310-b66a-c560d8a40918	2000415867	Mon Feb 14 2011 12:54:46 GMT-0500 (EST)	RedDogAB	11	What about the federal Liberals and AdScam? When will charges against Chretien and government members be laid?
CommentKey:a0592f11-0bda-4b41-908d-2d4ef4eaf44c	2000415867	Mon Feb 14 2011 12:56:23 GMT-0500 (EST)	tim-pros rebel	6	well I guess this is as good as it gets too bad some of the other MLA Sapranos weren't caugth as there are certianly more hiding in the bushes- and also we cannot forgive ANY political group as THEY ALL used the same rules to benefit themselves in one way or another, just cannot figure out though why no charges against those WHOM APPROVED SAID expenses anyway????HMMMMMMMMM  ah well this thought keeps coming to mind- GUM ANYONE!!!!
CommentKey:63161ffe-61f5-48b8-b3e0-a624ba4c4b1b	2000415867	Mon Feb 14 2011 12:57:25 GMT-0500 (EST)	Curious Gustav	10	Kudos to the Editor of Shelburne County Today for years of reporting on  the suspected fraud, forgery and breach of trust in Yarmouth Co.  Kudos to the the Auditor General and his staff,  and the RCMP Commercial Crime Unit for a job well done.
CommentKey:1376b5db-09d8-4ac7-8b6a-ab4bcbab4280	2000415867	Mon Feb 14 2011 12:57:55 GMT-0500 (EST)	TerriR	9	This is the reason developing countries are corrupt, this is what Canada seems to be exporting the best.  There is no longer honor/ ethics / morals  among our Politicians.
CommentKey:a43ada3c-b275-4238-b5f5-900422165a72	2000415867	Mon Feb 14 2011 12:57:59 GMT-0500 (EST)	levelhead	11	Politicians the same world over. Allegations of Fraud!!! I suggest that a review of BC MLA' expense for the 2010 Olympics. Furthermore a audit each and every year of all Politicians expensed be done.
CommentKey:e9598d77-17c2-41d9-b1bc-333afe98780e	2000415867	Mon Feb 14 2011 13:00:18 GMT-0500 (EST)	mikem_van34	8	The people deserve to have classier thieves than these as their leaders.
CommentKey:58a8ca53-6d93-4059-8e2f-64ce57178b9f	2000415867	Mon Feb 14 2011 13:00:26 GMT-0500 (EST)	Western Separatist	5	It is a righteous story, but it's hard to get real cheery when the RCMP themselves have a lot of unexplained financial cover-ups (e.g.,pension scandal) and misuse of public funds for their own political purposes.    Does anybody really think that it cost $300M for security at the G20?  That's what the RCMP claimed and were paid.  Seems to me like the pot calling the kettle black.
CommentKey:d2382018-d0dc-4631-a003-cf70c4803c2c	2000415867	Mon Feb 14 2011 13:00:56 GMT-0500 (EST)	GregM@NS	5	As way too many politicians continue to generally see the taxpayers "public purse" as rightfully theirs to do what they wish with, the federal/provincial AG's need to do regular unannounced deep dive audits all of them - like white on rice, until these self serving divulging "elected pigs face first/ears deep in tax dollar feed tough" are all routed out, then charged, convicted, once and for all.
CommentKey:b1a44a21-c918-4027-adac-86b07dd9be56	2000415867	Mon Feb 14 2011 13:01:41 GMT-0500 (EST)	weneedhelp902	7	What about the sitting MLA's and Premier Dexter. Wasn't it Dexter that had laptops and cameras paid for by his expense account which were items used by his kids.This is theft. No different that those being charged. The only difference is that Dexter paid for them. Theft is theft if you are caught or not.  So why wasn't Dexter and some of the others charged.
CommentKey:7c118e32-22ab-4321-8868-a7db0f3a083a	2000415867	Mon Feb 14 2011 13:01:51 GMT-0500 (EST)	bushteam	7	Sebastian Leblanc wrote: Lapointe should run for higher office! He's awesome! Finally, someone being honest in Gov't.  Lapointe is not in government he is an employee just like the rest of the civil servants employed by the people of this province. Don`t make a hero out of him he is only doing the job he was hired/appointed to do. As for the MLAs don`t paint them with the same brush you use fo rthe ones that were charged here, not all are guilty.
CommentKey:bd4310c4-b125-4490-bcdb-faa98a76eadc	2000415867	Mon Feb 14 2011 13:03:40 GMT-0500 (EST)	Condumb	7	RedDogAB wrote:  What about the federal Liberals and AdScam? When will charges against Chretien and government members be laid?  ---------------------------------------------------------------------------------------------  Did it ever occur to you that maybe, just maybe your blind hatred for the libs has allowed you to be played by the cons?  Do you honestly think that charges would not have ben laid by the RCMP if there had been real wrong doing within the liberal caususs?  The cons have been in power for 5 years and if there had been a shred of evidence they would have played it up until the cows came home.  To keep harping on it simply shows a lack of ability to think for ones self.
CommentKey:4050d452-bfeb-4152-9633-f534d6e06ae7	2000415867	Mon Feb 14 2011 13:05:51 GMT-0500 (EST)	Silentinsask	8	Good to see the thieves getting caught. I think the Audit General needs to keep even a closer eye on the ones who run our country because no doubt there are more of them filling their pockets.
CommentKey:3a2f2a99-82ed-4fb3-92cd-0931d8187e28	2000415867	Mon Feb 14 2011 13:06:24 GMT-0500 (EST)	BillSavary	5	You know it's one thing to maybe make a mistake on how something is claimed. These politicians have big egos and they get carried away - nobody's perfect. But 31 charges of uttering forged documents? That's not  a "error in judgment'!
CommentKey:5fe3cefd-3a6e-4cad-b684-cf975956450c	2000415867	Mon Feb 14 2011 13:06:33 GMT-0500 (EST)	Urban Coyote	10	Members of every party, and an independent, were charged. Hmm, doesn't speak too well of politicians in general, but it's nice to know there isn't much difference in the way this split along party lines. No partisanship, seems they're all crooks after all.   Great.
CommentKey:82b8a6bb-8be3-4365-bab8-2b2a3e79d232	2000415867	Mon Feb 14 2011 13:07:10 GMT-0500 (EST)	LeeValley8	8	RedDogAB wrote:Posted 2011/02/14 at 12:54 PM ET  "What about the federal Liberals and AdScam? When will charges against Chretien and government members be laid?" --------- There is something about this conbot jerk reaction which has started, over the years, to change me from anger/frustration to just a sort of giggly amusement  This 'adscam' attack stuff might, you know, come back to bite Harper more than anyone.   First of all - it never was 'the Liberal Party' of Canada or anywhere else - except that the Liberal Party immediately ordered the legal inquiry to investigate.  The felons were a little group of Montreal fraudsters who set up a scheme to rip the country off - they WERE charged, they did get convicted.  I do get it that the conbots want to libel Cretien and anyone else who might take the real  heat off Harper any day of the week.  But - sigh - I wish the country would say to them: how about YOU guys setting up some inquiries into - oh: the G8 or G20; Afghan detainees; mega millions on all sorts of questionable projects; and anyone else can make up an even longer list.  posted  1:06pm ET
CommentKey:0c1c42ff-00b0-4e0f-8e4d-6f0370ce8688	2000415867	Mon Feb 14 2011 13:08:31 GMT-0500 (EST)	mcshane	12	Investigate every province.
CommentKey:c0143af3-e1a6-46d7-8e56-f82cf2df6369	2000415867	Mon Feb 14 2011 13:10:40 GMT-0500 (EST)	bushteam	2	NS_Jack  Maybe you shouldn`t put the cat before the horse, these people have been charged they have not been found guilty. That little detail may not mean anything to you but to most people it does so lets wait and see what happens in court and then we will see what the government does. Your really something.
CommentKey:b09fe697-33bf-4de7-9db6-c887672e6688	2000415867	Mon Feb 14 2011 13:11:30 GMT-0500 (EST)	YouDon'tSay	11	In the Ontario Government, there are constant warnings and threats of reprisal to ALL employees every time some public servant somewhere gets caught stealing.  The noteable factor here is these criminals are almost always near the top of the food chain - not the bottom. They appear to have a sense of entitlement, which transltes to frequent trips to the trough to steal OUR MONEY! I belive the whistleblowers deserve raises and the pigs deserve jail time in ALL cases - just as Joe Public would in a similar circumstance.
CommentKey:4e97c52c-b8d8-4ef7-9f30-90aee932f39e	2000415867	Mon Feb 14 2011 13:15:29 GMT-0500 (EST)	ScovaNotian	7	Only four people being charged?!!? 4 in 52? Now we need a probe into spineless politicians that have sold off our utlities and resources. We can start by probing the NSP deal thta was sold to us as cheaper power rates.....rates went up. I see a crime.
CommentKey:fad757ba-0c58-4003-a091-fafecd085403	2000415867	Mon Feb 14 2011 13:17:32 GMT-0500 (EST)	kencossaboon	5	Well it is not surprising. You can not believe any of the promises and when the best of the worst get in, this is what happens. Oh we wish for the days when the guy down the lane represented you on issues of inportance and then came back to his farm to earn his living, instead of feeding at the federal trough. People like Lewis Mckenize would be so good for the country. Honesty forsight and put Canada back on the world were we are proud to be, and feel that our country has our back. Days gone by too bad, and sad.
CommentKey:88a2f8f1-460f-4df5-abff-61a6da982006	2000415867	Mon Feb 14 2011 13:17:50 GMT-0500 (EST)	Westwind47	9	Here in New Brunswick our former premier gave a $50m loan guarantee to a company that was basically bankrupt and out of business.  Guess what happened?  $49M was still outstanding at the time the bank recalled the loan.  The premier's father was a director of the company but conviently resigned just before the loan guarantee was given.   The daughter of the bankrupt owner started a new company a couple of months after this happened.  If you want to be involved in organized crime with immunity............join a political party.
CommentKey:264997c1-311d-4d56-bf5d-8c7abdb00a2a	2000415867	Mon Feb 14 2011 13:18:00 GMT-0500 (EST)	JamesEFenton	3	If they are convicted send them to jail for 10 years but.........there have to be some judges with the "gonads"to do that, oh I forgot the judges are appointed by politicians ,maybe its time for Canadians to stand up to the politicians and judges and make them accountable,perhaps we need the media to stand up to the politicians and the judges instead of just reporting it they should stay in their faces (and I mean every day) till they resign or quit why are the judges so soft on this sort of thing? why do we never see a judge brought onto the carpet for a stupid decision,are the media scared or what??WE NEED THE MEDIA TO HELP
