Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:c1e39cdf-0eb1-4123-a586-86159bd275d3	2000415974	Mon Feb 14 2011 16:07:03 GMT-0500 (EST)	FastFreddy	7	"Bertrand said she believes the government's actions are based on electoral concerns and pleasing voters."    Then tell them why this is bad for the voters, apparently they think it is good idea.  If you think the people of Canada and the Canadian government is wrong on this decision, tell us why you think that.  Complaining that they interfered in the decision is pointless if you can't prove them wrong.  ""The CRTC's great advantage was it was giving the possibility for the government to have an institution at arm's length," she said."  That actually is now their biggest disadvantage. No accountability. I can't vote them out, neither can you...  We tried that system, it clearly doesn't work.
CommentKey:5bef2076-f13f-4e33-be78-fc6bbaed92a1	2000415974	Mon Feb 14 2011 16:07:23 GMT-0500 (EST)	faaaab	7	I find it disturbing that "dinosaurs" at CRTC would even consider doing usage based billing on a service that is clearly not a utility, but want to charge us like it is.
CommentKey:0cf417d8-1b38-4e0e-9aee-a1ef384b124a	2000415974	Mon Feb 14 2011 16:07:44 GMT-0500 (EST)	Tyberius	4	Her opinion is hardly relevant as the current status quo within the telecommunications industry in Canada is appalling.  Bell/Telus, Rogers, XplorNet, all need to be reigned in and even in some cases considered for criminal investigation.  XplorNet is by far the worst offender of all.  They, as a result of thier low revenue, are exempt from a public complaints process with the CRTC.  Despite the government hand outs they receive.  Sorry Scott, I just have to tell the truth.
CommentKey:2185eb2d-95ae-488b-ae19-f2e32de78317	2000415974	Mon Feb 14 2011 16:08:02 GMT-0500 (EST)	spondytoo	9	Who on earth would be interested in what this former political appointee has to say?
CommentKey:e5eb9a93-2f32-4eb7-91c5-3e1f2621be44	2000415974	Mon Feb 14 2011 16:08:45 GMT-0500 (EST)	EdGraff	8	Another reason the CRTC looks backward and not forward and why Canada is third from the bottom.....incl. some third world countries in internet speed, usage caps, and price.
CommentKey:0e7fc288-7688-4372-b403-46437dd58217	2000415974	Mon Feb 14 2011 16:08:53 GMT-0500 (EST)	thetrivialstuff	8	Pray tell, Ms. Bertrand, what other option was there for the people of Canada in this case?  When the CRTC asked for comment on this issue, we overwhelmingly spoke against usage caps of this kind, but they ruled in favour of it anyway because they're corrupt. After the reversal, even Bell was forced to admit that their push for usage caps and usage-based billing was largely groundless.  What recourse do we have, but to have our elected representatives step in and force the CRTC into line when they misbehave this way? Yes it is disturbing that the government stepped in, but not for the reason you state; what's disturbing is that they had to.  This should be ringing alarm bells about the state of the CRTC for you, Ms. Bertrand, not the state of the government.
CommentKey:2baf1953-8b08-433c-aab3-e2dce70d35d1	2000415974	Mon Feb 14 2011 16:09:08 GMT-0500 (EST)	NothingToGein	4	If the CRTC's recent ruling was done to protect the Canadian consumer, I could see why she would be upset. However, the ruling was a result of lobbying efforts by Bell and served no purpose but to increase profits.    If the public outcry was loud enough to convince the governemnt to step in to reverse the decision, something was clearly wrong.
CommentKey:002d0363-6bb2-4c36-933b-876e7b9419ac	2000415974	Mon Feb 14 2011 16:10:51 GMT-0500 (EST)	Kimberleytg	9	First, Ms. Bertrand is representing Chambers of Commerce, not Canadians.  Secondly, she is missing the mandate of the CRTC which was to protect the interests of consumers; a mandate that was altered by cabinet/ministerial decree.  Third, Canada is still at the back of the pack in telecom for competitiveness, service and technology in the developed world.  Her opinions are contrary to the interests of Canadians but not big business.  YAWN
CommentKey:0a403e5e-275f-4237-8142-458b4f9a47da	2000415974	Mon Feb 14 2011 16:13:37 GMT-0500 (EST)	Carter	1	IF you can separate your feelings about the UBB decision from the GENERAL idea of what she's saying, she does have a point.  Put this into a different light and see how it feels. What if, hypothetically, the commision in charge of shipping those nuclear steam boilers ruled it was unsafe according to current laws, and a minister stepped in and said 'psshh its safe, ship em'... Would you feel the same way as you do about UBB being overturned?  Its not the right way to go about things, the laws that lead/allowed the commisions to make these decisions need to be changed to reflect the will of the people.  Again, I'm not saying the decision to overturn the UBB ruling was bad, quite the opposite. But the reality is that Ottawa needs to get its crap together, and actually REFORM the CRTC so they cannot make a mistake like this again, so that the industries that work underneath their leadership have a clear idea of what to expect.
CommentKey:5d5936f5-4898-4717-8e43-4508cd3deb26	2000415974	Mon Feb 14 2011 16:13:37 GMT-0500 (EST)	Hill Billy	4	I find it disturbing that Bertrand, under the Liberal government, did not have a single decision overturned by cabinet.
CommentKey:da2c8e2c-c614-41e9-b578-e6924397d674	2000415974	Mon Feb 14 2011 16:14:16 GMT-0500 (EST)	klink1	4	Mrs Bertrand was another hire out of the Television and communications industry. She was the CEO of Tele Quebec before taking the post at the CRTC. How can anyone that has held a post for a company which is under CRTC jurisdiction be non biased in their interpretation and implementation of industry standards? Common sense dictates that they are going to favour their particular field and even worse cater to their old friends. The CRTC should not be staffed with ex executives from the Television and Radio community but with outsiders with no conflict. Be quiet Mrs Bertrand your term is completed.
CommentKey:0e67e831-ba66-4b87-956f-cd06d36808f2	2000415974	Mon Feb 14 2011 16:14:33 GMT-0500 (EST)	M Clarke	0	Comments being posted here seem to support government interference with the CRTC's decision-making process if the outcome of the interference is politically popular. That totally misses the point. The appropriate role for the government is to change the law that led to the decision, not to interfere with the decision itself.   The CRTC is like a court - it administers due process based on the law. I'd like to think people wouldn't support government interference with a court process - by the same token, the government should not interfere with the decision-making by administrative tribunals like the CRTC.
CommentKey:618ef209-8be2-4cf0-8d1e-1d4879c6f925	2000415974	Mon Feb 14 2011 16:14:52 GMT-0500 (EST)	CarloswhatdoUC	4	Time for real competition.  Make a second network available to consumers so BELL does not have the monopoly.  Then we shall see who does what.
CommentKey:f64189ea-de15-4978-b94a-4bf3f3f6e67f	2000415974	Mon Feb 14 2011 16:14:59 GMT-0500 (EST)	hanse672000	10	I thought the crtc was for the people, not merely a front for bell...
CommentKey:35de32df-0ed1-4d55-99e8-eac20b02e990	2000415974	Mon Feb 14 2011 16:15:16 GMT-0500 (EST)	Calgary Newf	3	Who are the CRTC anyways? What are the individual histories of those in power? Are there any potential biases? Who are they protecting?
CommentKey:12fa9f03-e69c-40c2-9883-97fb13d23315	2000415974	Mon Feb 14 2011 16:15:19 GMT-0500 (EST)	Richard_Cranium	7	What Canada needs is a commission that represents the Canadian people's best interests.
CommentKey:62671512-edfd-4ae2-990b-88164a7ba733	2000415974	Mon Feb 14 2011 16:16:17 GMT-0500 (EST)	JohnCr	4	Another bureaucrat whom thought she was Queen of the land when appointed as many senior bureaucrats start thinking. You work for us as does the present chairman and are accoutable to us, the body electorate that put the government in that appoints people like you. Your opinions don't matter a tinkers damn anymore.
CommentKey:48eb2de1-a2b2-438b-8450-33ba6d6abd75	2000415974	Mon Feb 14 2011 16:16:22 GMT-0500 (EST)	mcattack	7	From her Biography posted on-line: Since 2003, she has served as President and CEO of the Fédération des chambres de commerce du Québec (FCCQ), the most influential business network in Québec, representing 162 chambers of commerce and 100,000 members active in all sectors of the economy across the province.    Throughout her career, Françoise Bertrand has served on the board of directors of numerous organizations. She is currently a member of the board of Québécor Inc., CSST, FIDEC, and Montreal’s Club Saint-Denis.   ******************* I think the above is telling enough.  Ms. Bertrand, once you represent REAL CANADIAN CONSUMERS  maybe then your musings on this matter may be relevant  It is however interesting to note that when Chairperson of the CRTC the following was stated:  The CRTC Will Not Regulate the Internet Results 1 b, 2 b  "The CRTC is the first regulator in the world to clarify its position on the Internet."  Françoise Bertrand, CRTC Chairperson, May 17, 1999  After an extensive process on the state of new media in Canada and their domestic and global potential, the CRTC concluded that the new media services on the Internet are achieving the goals of the Broadcasting Act and are vibrant, highly competitive and successful without regulation. The CRTC also concluded that most of the information on the Internet is alphanumeric and is therefore excluded from the definition of broadcasting. However, while some audio and visual products and services carried out on the Internet constitute broadcasting, they will be exempt from regulation because the Commission is satisfied that to license these services would not contribute in a material manner to the implementation of the broadcasting policy for Canada.
CommentKey:6122d61b-1841-4cf6-b7ce-d876ba88114b	2000415974	Mon Feb 14 2011 16:17:29 GMT-0500 (EST)	mycentsworth	5	Federation of Quebec Chamber of Commerce?  You mean is paid hack for Bell and Videotron.
CommentKey:b9428666-d18a-46d7-9457-59d4b2ee369b	2000415974	Mon Feb 14 2011 16:18:03 GMT-0500 (EST)	ShowCarTercel	1	It is true, the agency isn't very arms-length when it keeps getting overruled.  This overruling may have been in favor of the public this time.  But it could also go the other way if there wasn't election talk in the air.  But this all doesn't affect me anyways.  MTS doesn't have usage based billing or bandwidth limits!
CommentKey:61d139e3-5f71-4a73-8c24-38f682a48acb	2000415974	Mon Feb 14 2011 16:18:37 GMT-0500 (EST)	Kneecapped	4	"Bertrand said she believes the government's actions are based on electoral concerns and pleasing voters."  Compared to the obvious bias of the CRTC to big industry, After recent decision I like many others also question the independence of the CRTC.  To many of us the CRTC is just an extension of big business. and it appears that Bertrand has signed on as big business's chief tout.
CommentKey:6809ec69-7771-4b10-9f28-174e88b55114	2000415974	Mon Feb 14 2011 16:18:44 GMT-0500 (EST)	shadowplay	3	Although I'm no supporter of the Conservative government, I must applaud their decision to listen to the outraged populace. Hopefully they don't flip flop on this issue later on.
CommentKey:e4732f7b-f533-4be6-a610-a5ddaf546278	2000415974	Mon Feb 14 2011 16:18:53 GMT-0500 (EST)	Hugh Betcha	2	Today's CRTC consists of 11 Harper appointees and 2 Martin appointees.  It lost it's arms length relationship with the government as soon as Harper took over.
CommentKey:2923c600-70e0-4009-969d-e6f101f2fb7c	2000415974	Mon Feb 14 2011 16:19:19 GMT-0500 (EST)	Koby1Kanoby	2	If you're NOT one of the 14 percent of internet users that "benefit" from an unlimited plan, then why do you want to pay for their unlimited use?  I don't want to pay for somebody else's excessive data usage. Pay for what you use please!
CommentKey:847a74f4-245a-4632-a16f-b190e5fa9150	2000415974	Mon Feb 14 2011 16:19:29 GMT-0500 (EST)	bambam1	1	"Bertrand said she believes the government's actions are based on electoral concerns and pleasing voters."   What a crazy concept, serving public interests. No, it's far better to base decisions on the requests of big money lobbyists trying to retain their stranglehold on the market.  How else are we going to keep our reputation of paying more and getting less for telecom services than most other countries in the world, including our big brother down south.   Heaven forbid that someone actually questions the decisions of the all-knowing CRTC, let alone have the nerve to make them go back and review their decisions.    It's about time public servants actually SERVED the interests of the public. Yes to the new mobile providers, IPS's and everything in between.  Great to see to see someone is holding CRTC accountable.
CommentKey:6745b26e-9920-42db-b24e-7bd2b3dce45a	2000415974	Mon Feb 14 2011 16:19:48 GMT-0500 (EST)	BrianEPomeroy	2	CRTC is on the take obviously. Their function should be limited to making sure the commercials are set at the same volume as the TV show. Good for the people, or rather, the computer geeks for setting the feds straight. Brian Elwin Pomeroy
CommentKey:44fbd838-5526-4116-8e77-0044498f162b	2000415974	Mon Feb 14 2011 16:20:04 GMT-0500 (EST)	Squirrel19	4	"But she remains passionate about the CRTC's independence, she said, and felt compelled to speak out."  Lol so they can't be influenced by the government but they are allowed to be influenced by telcom companies like Bell & Shaw.  I wonder how much Bell & Co paid her to speak out.
CommentKey:d2f08037-f3b0-46fd-9568-b756f33131c9	2000415974	Mon Feb 14 2011 16:20:48 GMT-0500 (EST)	Rod Hebner	4	This lady is out of touch with reality.  Since when did the public have any respect for the CRTC, the Canadian Radical Tariff Corporation who acts on behalf of the Cable, TV, Radio and Communication Corporations.  You know, the same corporations who are getting the corporate tax cuts from both the Federal Conservatives as well as the Provincial BC Liberals.  Yes, the public should just stand down and respect whatever the CRTC has to say or do for these poor, hard done by, corporations that are being persecuted by the tax payers.  Remind me to send her a towel to dry her eyes and wipe her butt as I'm tired of being dumped on by the CRTC and Shaw, Telus, Rogers, Bell .....etcetera,,,,, etcetera.
CommentKey:b5c946f3-ac45-4a45-85d0-f60c4310e89d	2000415974	Mon Feb 14 2011 16:21:43 GMT-0500 (EST)	metrication	6	" "Now we have a minister, or I don't know who, who have not heard all the facts, all the elements, and decides arbitrarily that it's not a good decision and it should be the other way around," she said."  ---  The PEOPLE have spoken, and the government decided to listen and has asked the CRTC to review their decision. Isn't that how government is supposed to work? We, the people, are well aware of the facts of UBB, and we don't like them!
CommentKey:baffe335-b659-4960-b71b-c3f4455765ef	2000415974	Mon Feb 14 2011 16:21:51 GMT-0500 (EST)	linco37	6	Françoise Bertrand is member of the board of Quebecor which is in the ISP business. That's why she supports UBB.
CommentKey:16f47f46-1be3-43c1-a3c6-58aaa1c940af	2000415974	Mon Feb 14 2011 16:22:01 GMT-0500 (EST)	Canman45	6	“…But she remains passionate about the CRTC's independence, she said, and felt compelled to speak out."  Too bad she is not more "passionate" about Canadians and their rights and the increased cost this decision surely would have brought to the average citizen.  Of course her huge ex-bureaucrat indexed pension takes care of that.  What a hack!
CommentKey:aad90ae9-1139-46b5-9ed7-6d0589591d11	2000415974	Mon Feb 14 2011 16:22:50 GMT-0500 (EST)	DaleKDYYC	6	The CRTC acts like a dinosaur.  In "deciding" to allow usage-based Internet billing, they have clearly shown how out-of-touch they are with reality.  I'd personally like to see the CRTC abolished and replaced by something relevant and modern.  The woman above should keep quiet - as a "former" chair, she must know that her opinion is irrelevant.
CommentKey:ea860aa1-bceb-4b5f-8a51-5be288c80125	2000415974	Mon Feb 14 2011 16:23:47 GMT-0500 (EST)	NotInMyCanada	9	"Bertrand said she believes the government's actions are based on electoral concerns and pleasing voters."  Isn't that the way its supposed to be. What country is thiss fossil living in?
CommentKey:36fef0a9-f44e-4314-94fc-50bd6dd42608	2000415974	Mon Feb 14 2011 16:25:04 GMT-0500 (EST)	ProudlyAlbertan	4	'But she remains passionate about the CRTC's independence, she said, and felt compelled to speak out.' The move by the CRTC to bend to the will to the likes of Bell in their attempt to squeeze out competition and overcharge users for a product that is actually is getting cheaper to provide proves just how independant the CRTC really is.  As an earlier post by another she actually sits on the Board of one of the companies that is attempting to oversharge users to inflate their bottom line.  Just how independant are her views? This is just another example of how the CRTC has moved away from their intended purpose and must be overhauled or a referendum should be held to see if Canadians still believe the CRTC is viable.
CommentKey:90a07be0-3984-451b-9b41-4d31d3a72d05	2000415974	Mon Feb 14 2011 16:25:05 GMT-0500 (EST)	katie_k	6	Well Ms. Bertrand what I find disturbing is an agency that was commissioned to protect Canadian's  is ready to throw them under the proverbial bus to benefit corporations.    The government stepped in because Canadian's ASKED THEM TO, because the CRTC didn't listen.  Do you not understand that people are livid. They are tired of being ripped off by the telco's.  You as a former head of the CRTC speaking out against the government adds more proof that this agency is a waste of tax payer dollars and should be disbanded.   The agency is nothing more than a mouthpiece for Bell, Telus, Rogers etc.. not the people or the smaller ISP's.
CommentKey:ab238fa7-ac8c-4040-8803-8c9ae1f4ab75	2000415974	Mon Feb 14 2011 16:26:34 GMT-0500 (EST)	Arctic Dude	2	Why are we paying for the bandwidth eaten up by all the graphics and flash from the advertisements that are on so many websites? Just look at the top and the side of this page, we're paying for it.   Like hydro, water and phone the Internet is a necessity of modern society. The time for price gouging is over. I am almost always against governments nationalizing anything but every time I look at our bill from NWTel (Bell) I think about nationalizing the infrastructure.
CommentKey:20dc57a9-4e21-4e36-b8e9-e47f85c0dcd3	2000415974	Mon Feb 14 2011 16:26:53 GMT-0500 (EST)	Otis Spunkmeyer	3	What is "disturbing" is the CRTC is made up of old dinosaurs from the likes of Bell, Rogers and other interest induced former employees who constatly regulate in favour of their former employees.
CommentKey:bc4c422e-91f3-496e-be47-7e0031bfdb2c	2000415974	Mon Feb 14 2011 16:26:56 GMT-0500 (EST)	S	0	" The move would make it difficult for smaller ISPs to offer unlimited plans to their customers, some of whom are heavy uploaders and downloaders. "  As much as I wish there was an unlimited amount of water for every species on this planet or an unlimited amount of natural resources there just isn't.  We either try to find more resources, depleting them in the process, or adapt our lifestyles by better using what we have.  Providing an "unlimited" amount of internet bandwidth doesn't seem any different to me.  Over time people can expect technology breakthroughs to better utilize all of the process' that take place when people access the net, whether its through their desktop, laptop, mobile phone, etc...  Having "unlimited" upload/download is just not going to happen.  It might be a near-limitless as the process becomes more refined but just as you can have unlimited water or natural resource you can't have unlimited upload/download.    I'm not for or against usage-based billing; I'm against people having "unlimited" upload/download.  As CBC mentioned in a prior article less than 14% of internet users use 85% + of the upload/download.  Why would anyone want to pay an equal amount for someone who is using more?
CommentKey:ed9fdccd-8277-4094-b55d-5d09e090a8e1	2000415974	Mon Feb 14 2011 16:27:07 GMT-0500 (EST)	newdesperado	3	Hmm,  I wonder how much stock Bertrand owns in the four major communications companies, Hmm.
CommentKey:11e16eff-577f-4871-bb82-31543d176f5a	2000415974	Mon Feb 14 2011 16:27:35 GMT-0500 (EST)	mgcatfish	2	Let's be honest about this.  The Harper government installed this particular CRTC board to ensure a corporate agenda.  Now that the CRTC have ratified that agenda with usage-based billing at the expense of the consumer, the public backlash has forced Harper and his crew of idiots to reverse the CRTC decision.  Without a doubt the CRTC ruling was wrong for Canada, but undermining it is purely a political move by the Conservatives.  The CRTC and the Harper crew are both wrong, but this is a case of two wrongs actually making a right!
CommentKey:6e464508-b89b-47a5-9692-d473fb3d8c38	2000415974	Mon Feb 14 2011 16:28:06 GMT-0500 (EST)	TheGuts	6	No mention that Bertrand is a self-serving director on the board of Quebecor, an owner of Videotron, and a despicable Canadian monopolist.  Sorry but the old with Bachelors in Sociology of fashion, and a career in broadcasting, simply do not understand technology nor do any of their arguments make the slightest sense.
CommentKey:18c158ce-e249-4e8c-a990-c214a5f498c5	2000415974	Mon Feb 14 2011 16:28:52 GMT-0500 (EST)	E Camp 49	4	Internet billing move 'disturbing': former CRTC head  Yes as trashed consumers we are indeed concerned that an Ex-CRTC head "is now" on the Board of Directors" of one of Canada's internet media companies (Quebecor)
CommentKey:b6e9c048-5725-4e78-b451-d937e47db7e6	2000415974	Mon Feb 14 2011 16:29:47 GMT-0500 (EST)	oldguy419	6	who really cares what she thinks.
CommentKey:2bea7852-fe9d-4a43-b61e-9522c9780d9b	2000415974	Mon Feb 14 2011 16:30:20 GMT-0500 (EST)	pigeoninlet	2	Bertrand should do what she knows best,cater to the lobyists.Under Crietan rule she didn't have a single decision overturned,that's great especially when she never made a decision in her entire life.Her best bet is to stay in Quebec and stay with the Chamber of Commerce because somewhere down the line she will screw that up also.
CommentKey:035d92a5-37f0-4171-aeae-410d53467e8a	2000415974	Mon Feb 14 2011 16:30:49 GMT-0500 (EST)	Junk-yard-dog	1	"A former chairwoman of the federal broadcast regulator on Monday criticized Ottawa ,,,"  The last part of the sentence,,,"criticized ottawa" is why she is a former chairwoman.
CommentKey:ed1d9e4c-8de3-42a8-a5c6-9eabeaefd532	2000415974	Mon Feb 14 2011 16:32:16 GMT-0500 (EST)	TomMcIn	1	The Cons are only supporting the ability for a select few people that use third party ISPs to use large portions of the internet bandwidth at the expense of the many people that use moderate amounts.  The third party ISPs have no investment in the infrastructure that supplies the internet, only in a bunch of salesmen and lobbyists that peddle a product the rest of us subsidize.    Competition would allow subscribers to get their product from more than one base supplier.  Then we would really see the rates come down as the primary vendors compete with each other. Instead, they have parcelled out the market so that there is no real competition.  Letting the third parties sell cheap bandwidth that slows down the  service the rest of us get is wrong.   Pay for what you use. Open up the market so that the primary providers compete with each other.
CommentKey:0b3d1c62-1ded-450f-9a3d-18bc12627b91	2000415974	Mon Feb 14 2011 16:33:14 GMT-0500 (EST)	Tridus	7	The only thing that's disturbing is the continued existence of the CRTC and its pandering to big telecom over the interests of Canadians.
CommentKey:f849c45b-0283-4ab9-b0eb-a7dd7a195d54	2000415974	Mon Feb 14 2011 16:33:28 GMT-0500 (EST)	DosBoot	4	Obviously, the CRTC's past chairwoman is oblivious to the real intent of the current CRTC's ruling - which was to assist Rogers and Bell to throttle back any intrusion into Canada by companies such as Netflix and thereby provide real competition to the Media giants forcing us to watch what we watch over their antiquated television formats. Instead of joining the fray and beat the competition with innovative means of delivering media - they have chosen to regulate their competition out of Canada. So by commenting on this issue she has sided with the media giants which causes me suspicion as to her affiliation(s), her real intentions and past decisions.
CommentKey:f7df004c-58dd-4b45-a45e-6028a230b440	2000415974	Mon Feb 14 2011 16:33:31 GMT-0500 (EST)	dfletch	7	The internet, as a critical part of infrastructure, has rapidly gained in importance in the last decade. The CRTC on the other hand, has not.
CommentKey:d3c82634-3d3b-48f1-b848-2917bc98d7fe	2000415974	Mon Feb 14 2011 16:33:56 GMT-0500 (EST)	Milleyboy61	5	We all know that the  CRTC  is more about corporations and politics than the public,  Francoise Bertrand has nothing to do with the latter,  she said she held her opinion in the past to avoid the look of interference, but she does not mention that for a long time she was bound by law not to public an opinion on the CRTC after she switched sides.   She is living proof that the CRTC has been headed in the wrong direction for a long time.   This is a feeble effort to get the public to side with the CRTC, but when it proves futile they will just shut up to save their jobs.     This is a job more in line with the auditor generals office.   cc.  Money for Nothin
CommentKey:2962c1f4-1335-4d4c-937c-1b630a46269d	2000415974	Mon Feb 14 2011 16:34:28 GMT-0500 (EST)	FieldMedic	4	Clearly the best solution is to have an unelected body regulate over things that effect the lives of the country's citizenry, completely free of the elected government's control or intervention.  That sounds like a good idea!
