Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:c55d8470-6a3c-449f-a5ae-70a069c75bc0	2000413712	Wed Feb 02 2011 15:49:22 GMT-0500 (EST)	Northern Eagle	7	As a player, unless your family is from Toronto and you are an established NHL player, why on earth would you want to play there.  The Leafs have a losing history, the fans and media scrutinize your every move off and on the ice.  If you can make the same kind of money, playing for a team that wants to win in another city, of course you are going to ignore Toronto, why put yourself through that pain.
CommentKey:25637b52-aecf-451b-ac05-2a9bba59b72c	2000413712	Wed Feb 02 2011 15:49:53 GMT-0500 (EST)	Purpleveine	20	Don Cherry who??
CommentKey:46179811-ee20-4448-a136-564030445770	2000413712	Wed Feb 02 2011 15:51:23 GMT-0500 (EST)	rudyher	4	As long as the Leafs are a cash cow, no one will play for the Leafs.  Simply put, as long as you dress 20 players, the ACC will be sold out at ridiculous ticket prices.  Even if you are missing 1 player, the Marlies are down the Gardiner to send someone to fill the spot.  The fact that Kessel an over rated player got picked last in the All-Star game, says enough of the Leafs team.    Unfortunately, in my 30+ years of life, I was born raised and remain a Leafs fan.  SOME DAY in my life time I hope to see the Stanley Cup down Yonge St.  I still think next year a playoff visit will occur with an early exit.
CommentKey:690eacf6-3c36-4fc1-91c9-440a4248d83f	2000413712	Wed Feb 02 2011 15:59:43 GMT-0500 (EST)	GoSENSGo2011	7	Hey Canuck47, it's not a question of enough talnet, it's a question of any talent... just like the Sens!!
CommentKey:c2719797-bd08-46cc-803e-7c34d9fbecf5	2000413712	Wed Feb 02 2011 16:00:11 GMT-0500 (EST)	RockinChair	4	Wow I agree with Don on that one. TO starts to win and players MAY want to come. Also players should have refused to answer ?s about the worst city, coach etc. I guess they got carries away with the whole last player picked thing.
CommentKey:d0d09516-3db4-434d-9824-bffe75fdf740	2000413712	Wed Feb 02 2011 16:01:52 GMT-0500 (EST)	Tired Taxpayer	2	I like the fact that Cherry stood up for him.    I have been a leaf fan forever but they don't know what they are doing in their own end.    The other teams point men could have a coffee and a sandwich before deciding what to do with the puck in the Leaf's end of the rink. The leafs are always all gathered around screening their goalie. Most of the time they are 15 to 20 feet from him.    I have never seen a team give the other teams defenceman that kind of time to shoot or pass the puck.    All other teams are on the Leaf's defenceman right away in the other end of the rink. This has been going on with them for years.  Tired Leaf fan.
CommentKey:a2fa4dfe-cad9-4136-a88a-8d6c9e5e5941	2000413712	Wed Feb 02 2011 16:02:05 GMT-0500 (EST)	dtaylor2	11	Don Cherry needs to keep his mouth shut about things that he knows nothing about.
CommentKey:65d994a2-5a1b-4d9c-93b9-ae8799bc6a09	2000413712	Wed Feb 02 2011 16:04:25 GMT-0500 (EST)	Capt_Canada	8	Awwwwww, did Don's sacred Toronto get dragged through the mud by the NHL players. Maybe no one wants to move to Rob Ford country Don. If players want to live and play in Canada there are two excellent options known as Montreal and Vancouver. The players don't lie and their opinion is most important to this reader. Yes Don, much more than your recent drivel.
CommentKey:6f3844cd-0844-463b-a4ef-d2e640301289	2000413712	Wed Feb 02 2011 16:06:47 GMT-0500 (EST)	Purpleveine	6	MarkGresh said: 'The problem with playing in Toronto is the Toronto media. No team in the league has the same pressure and media madness surrounding it then Toronto. That and the curse'  I'll give you the curse thing but have you seen the pressure put on the Habs by the Quebec media and fans? It's far worst than on the Leafs.
CommentKey:29c596f6-2aa7-4d71-aab2-c647d7509be7	2000413712	Wed Feb 02 2011 16:07:38 GMT-0500 (EST)	Puckerup	12	Cherry's  "called Wilson everything from "Napoleon" to "pompous and arrogant" to "bully."  Wow.  Talk about the stove calling the kettle black.
CommentKey:287f7f02-800c-4bb6-bc3a-b5d7bcf5d1b5	2000413712	Wed Feb 02 2011 16:09:43 GMT-0500 (EST)	cancell	7	Why would anyone take what Don Cherry say seriously.  This guy is all about himself and in my opinion he's a Goof.  As far as Wilson goes he doesn't have a team to work with and as far as Toronto goes, as long as they continue to sell out with a bunch of losers nothing positive will happen to this franchise.  That is another reason why there should be a team in Hamilton, it's a no brainer but as long as the little guy Bettman is connected at the knee to these owners & shareholders it won't happen.  It's a joke and irresponsible for the NHL to deny Canadian hockey fans this right but of course that's the way this NHL is being run these days and they wonder why this league is in such trouble these days.  The fans in Ontario certainly deserve better that's for sure.  Fran
CommentKey:a2440ac8-521f-48c6-a98f-82bf5e36e0a6	2000413712	Wed Feb 02 2011 16:14:00 GMT-0500 (EST)	T2Steve	12	Reasons not to want to play in Toronto:  1. the team 2. the management 3. the coach 4. the spotlight of having 2 out of every 3 stories from the CBC Sports revolving around you (if you are good) or the team. 5. unrealistic expectations 6. the weather in general 7. the fans will recognize you (not a problem in most southern markets) 8. the fans will recognize your wife (see above) 9. allergy to Waffles
CommentKey:d826d6dc-1254-447e-a2ba-8691815e1401	2000413712	Wed Feb 02 2011 16:16:02 GMT-0500 (EST)	greencard	7	Everytime I see Wilson's name I thinkof the U.S. Olympic team.  Has he started working for Toronto yet?
CommentKey:8d56f9c8-af51-4a18-8614-20e74d949158	2000413712	Wed Feb 02 2011 16:16:19 GMT-0500 (EST)	mad at the world	8	I'm actually surprised that Don Cherry is not wearing one of his clown suits in the picture. I think that's a first.
CommentKey:98fa25a3-a1f6-43f0-ac1f-b68f7a0fd8b2	2000413712	Wed Feb 02 2011 16:17:33 GMT-0500 (EST)	Rusted.out	8	I don't think Cherry knows who Napoleon was or what pompous and arrogant mean. Altho, he could look in the mirror and get the meaning that way.  Don is not only yesterday's man, but a 1940's man. A minor league mind with a minor league playing resume. He couldn't even win the Stanley Cup with a stacked team.
CommentKey:0fd462e5-c6c0-4d54-9a99-eef37f74d5de	2000413712	Wed Feb 02 2011 16:18:52 GMT-0500 (EST)	Amaguq	16	Don Cherry is an embarrassment to Canada and has made a mockery out of the Senate by being given such prestige when he's nothing more than a loud mouth schmuck.
CommentKey:e3eeecf4-876f-49d2-98f1-3a8b6c171c81	2000413712	Wed Feb 02 2011 16:19:33 GMT-0500 (EST)	indigo.buffalo	4	Ron Wilson does a good job with the youth on this team. They have underachieving veterans and the problems there are just pressure from the spotlight related.  You can't coach a person out of stagefright. Komisarek is a good example of a guy with white-knuckles clenching his stick every shift. He's so worried about making a mistake and looking bad under the microscope that he can't even do the fundamentals some nights.  Overall this is a pretty well developing team. A lot of progress has already been made with this young roster. There is more work to do but you can't say that Wilson isn't trying.  In a market that expects to see a Stanley Cup every single season, and see it in every trade and every draft pick, you can understand the frustration. But the frustration is self-imposed by spectacularly high expectations.  And to rudyher who posted that the profits are what prevents the Leafs from winning...  *sigh*  Care to explain why Florida, Atlanta, New York (Isles), Columbus, St. Louis etc all do SOOOOO WELL with empty stadiums and bankrupt owners??  It's not a precedent for anything. Ownership has relatively nothing to do with the club's success or failure. They're essentially just entities that exist outside the actual game and are very irrelevant in terms of the actual team.
CommentKey:fbf618ca-73a8-4cfc-8fe2-74bfca34758f	2000413712	Wed Feb 02 2011 16:20:44 GMT-0500 (EST)	slowhand	8	Don Cherry hasn't been relevant for years. He is pure entertainment for those who like him. I think he is a loud-mouthed red neck who has lost touch with a game he use to know something about. The players don't like Ron Wilson because he doesn't understand when you should pat somebody on the back or when you should single them out for bad play. The example last week on Sportsnet really showed that. Nazem Kadri had been playing fairly well at the beginning of the season, doing most things right, but Wilson went on TV and emphasized some of his mistakes instead of complimenting the kid for doing the things right that he was doing. That is the sign of a bad coach. You don't emphasize an individual's bad play on National TV. That belongs in the locker room. Embarrassing players will only make them resent you as a coach - hence the voting.
CommentKey:1ab27b0e-76a1-4599-9a70-2a7d5ae8b4a4	2000413712	Wed Feb 02 2011 16:22:49 GMT-0500 (EST)	Nilan25	5	The problem with playing in Toronto is the Toronto media. No team in the league has the same pressure and media madness surrounding it then Toronto. That and the curse.  It has only been until recently that the press have been anything but lapdogs for the Leafs. The pressure of playing in Montreal with the demands for greatness gone bye and the only game in town is far far worse. Yet the organization weathers it and players still want to play there.
CommentKey:a3a147e9-d6b8-4099-b791-3ddef4c64b03	2000413712	Wed Feb 02 2011 16:24:59 GMT-0500 (EST)	rkomar	5	"Who cares what Don Cherry thinks? The guy is a loud-mouthed bigot. And if you disagree with him being a bigot, just look at how he's spoken out against P.K. Subban."  You and many others don't seem to really be listening to what Cherry is actually saying.  He knows that no NHL veteran is going to accept disrespect from some wet-behind-the-ears rookie who hasn't proved himself yet.  He knows that sooner or later someone is going to call the rookie on it, maybe in a violent way.  If he likes the rookie, he gives him some warning before it's too late.  He did the same thing for Crosbie, and took a lot of heat for that, too.  He likes Crosbie, and he likes Subban, or he wouldn't have bothered trying to straighten either of them out.  Same with Ovie and his earlier showboating.  For Cherry, playing by the unwritten code is everything.  If you consistently break the code, and he thinks you don't know any better, he will try to let you know what you're doing wrong.  If he thinks you are deliberately breaking the code, then yeah, he definitely won't like you.  If he sounded bigoted in the past, it was because players from other hockey cultures didn't abide by the code.  You don't hear much of that stuff from him today because the code has been spreading around to the other cultures, and at the very least, incoming players are more aware of how they need to adapt to the NHL.  So stop hearing what _you_ think Cherry is saying, and try listening to what _he_ actually says.
CommentKey:eda1c349-c1b5-4f91-b46f-bdb9022706c3	2000413712	Wed Feb 02 2011 16:30:42 GMT-0500 (EST)	GeraldSkowronski	8	We all have opinions but Don has the microphone. He really isn't relevant anymore. Put him out to pasture and get someone who at least has a toe-hold in the 21st century and can speak English. His opinion matters not.
CommentKey:ea065fac-ec99-4d1e-a1a7-867832ae05f1	2000413712	Wed Feb 02 2011 16:39:36 GMT-0500 (EST)	cousinshaun	6	Guess if ticket price was tied to performance then players coaches and GMs would all keep their mouths shut becuase the price of tickets wouldnt cover the price to buy skate laces.
CommentKey:1d2ffdfc-ed88-497f-b829-468e82edb708	2000413712	Wed Feb 02 2011 16:42:00 GMT-0500 (EST)	Lovesleafs	5	Don Cherry is a guy that knows a lot about hockey ...BUT here;s some news for him... He Don't know it all. Don thinks he knows everything there is to know. He's always the right one... Mr Perfect would be a good name for him. If the coach of any tean is 'Lack-a-dasical' why should the players be any diffrent? If The Leafs had a coach like John Tortorella i'm sure they would be a much better team. Thanks.
CommentKey:79cd4f5d-8fec-4125-9428-b6ee0f2d1cdc	2000413712	Wed Feb 02 2011 16:42:53 GMT-0500 (EST)	Gummivore	6	If he isn't relevant anymore, why did you read AND commented on this story
CommentKey:b2656322-961d-449d-b8d3-d58d5b5928c6	2000413712	Wed Feb 02 2011 16:43:36 GMT-0500 (EST)	EJ Canadian	6	Don was a player as well as a coach and as such understands the difficulties of both.   Toronto wants a winner...........  and the city has been more than just a little patient with the team over a period of decades, not just years.    The problem lies with the "Owners", not the team.  Change the owners, and everything else will fall into place.  It’s like changing the Queen Bee in a hive.  Unfortunately, the 'worker bees' in this case have little power over who sets the agenda!  If you could not stomach them from kindergarten through high school, there's not much chance you could work for them either.  A wholesale change at the top is the only way Toronto will ever see another Stanley Cup.
CommentKey:f75c446c-1d4d-4de7-a991-f1ed79f13fc4	2000413712	Wed Feb 02 2011 16:44:33 GMT-0500 (EST)	Vancouver921	13	Don Cherry should know, he coached a lot of losing teams too!
CommentKey:2550637e-bda4-4a26-a68f-de11a5c1c480	2000413712	Wed Feb 02 2011 16:49:51 GMT-0500 (EST)	stanley2toronto	6	"Don Cherry is an embarrassment to Canada and has made a mockery out of the Senate by being given such prestige when he's nothing more than a loud mouth schmuck."  Humm, just recently cherry was once again voted the top 10 Canadian by Canadians.
CommentKey:78f631d0-99ab-476e-8a8f-267500e2dc41	2000413712	Wed Feb 02 2011 16:55:19 GMT-0500 (EST)	Airdrie Guy	1	In my opinion, coaching any team is a challenge. Especially if the team has a lot of rebuilding to do and a lot of pressure to deal with. Also every coach has a different strategy to help their team excel. So, I agree for Don Cherry to stand up for Ron Wilson because he has coached before and knows about the pressures of running a hockey team.
CommentKey:e9a9a7de-e8b5-4326-b54a-4eb1b5ae349d	2000413712	Wed Feb 02 2011 16:56:27 GMT-0500 (EST)	hoboks	2	Dont knock Cherry.He is telling as it is.Don is not saying anything about Wilsons coaching at this time. What he is saying is that there should never be a poll such as the one taken among players.If i were an owner and a player from my team answered that type of poll, he would find himself so deep in tne minors a GPS wouldn help him find his way back. This is definatly a case where the weasel (bettman) should get involved in. Deny the press from asking that type of question. And I hate the laffs but have to stick up for the team on this
CommentKey:5f73fe66-1af0-4bd4-979a-09a6fb7350dc	2000413712	Wed Feb 02 2011 16:56:43 GMT-0500 (EST)	Nawknai	16	Cherry is an idiot.  Cherry is also right in this case.  People don't want to play in Toronto because they're a bad team that's being mismanaged.  Players all around the NHL know that the Leafs are "earning" a high-ranking 1st round draft pick this year, but won't get one, just like they didn't get the 2nd overall pick they earned last year.    The Leafs are losing, and are getting no helping hand from the draft in return for their consistent losing.  Who wants to play for a team with no hopes or prospects for the future?
CommentKey:33cb53af-bd58-4421-99de-554c37dd3c8d	2000413712	Wed Feb 02 2011 16:57:56 GMT-0500 (EST)	GrizzledOldGoat	5	Cherry is right to defend Wilson - he inherited a bag of crap for a team, and his friend Burke hasn't upgraded the team except in goal. As for players not wanting to play here - well duh. Where did the Devils place in that poll? One of the very best organizations in hockey, and I bet no one wants to play there right now. Toronto can be a fantastic place to play, and the fans will respect you if you leave it all on the ice. Look at Gilmour, Clark, Joseph, Belfour, Sittler, Tiger and a lot of others - all of them local heroes in a different way than any other place. All of this noise is a result of almost 6 years of no playoffs - nothing else..
CommentKey:6ea51c04-c959-4b55-a0f0-8e2450a32bce	2000413712	Wed Feb 02 2011 16:58:17 GMT-0500 (EST)	Farmboy1971	8	These comments about the pressure from the media and the "spotlight" being an excuse for the Leafs - what a crock!  More 'center of the universe' thinking out of TO.  Players in every league have pressure on them - it's just that the pressure gets more intense the more your team sucks!  As for Cherry's comments, who cares?  One former coach standing up for a soon-to-be former coach...
CommentKey:562644b8-b46e-43f1-b6f7-91f93ed3b5eb	2000413712	Wed Feb 02 2011 17:01:45 GMT-0500 (EST)	jmp2204	4	slowhand -   Nazem Kadri had been playing fairly well at the beginning of the season, doing most things right, but Wilson went on TV and emphasized some of his mistakes instead of complimenting the kid for doing the things right that he was doing. That is the sign of a bad coach. You don't emphasize an individual's bad play on National TV. That belongs in the locker room. Embarrassing players will only make them resent you as a coach - hence the voting.  You were not playing full attention to this .He was justifying sending im down to the marlies (rightfully so) Kadri was skating everygame with his head down and was going to get hurt
CommentKey:ae4f8abe-1f02-404d-af33-9247938d1871	2000413712	Wed Feb 02 2011 17:02:19 GMT-0500 (EST)	GoCanada1953	3	No one would want to play for a loser if there was any other option available. Unfortunately for the Leaf fans, their team is currently one of the bottom feeders and so no player of any real talent wants to go there. When Burke finally manages to right the ship, some Ontario boys may want to return home but don't hold your breath on the others. Canada's team is now alive and well and living in Vancouver and there is still time to get on the bandwagon. We are all Canucks!
CommentKey:c51f4a15-2098-4b8e-b9fe-a860ab4d1cf4	2000413712	Wed Feb 02 2011 17:05:47 GMT-0500 (EST)	poorboy2	12	hahaha.. now if that doesn't beat all.... Don Cherry said what?..  hmm  did  he pay for the time and media?. or did he plug his dvd on the peoples channel... ahhh  theres a name for guys who do that .. and it isn't nice.  I don't put any stock into anything he says.. and I can' t say anything nice so I won't say any more.. except..Phfffffff
CommentKey:ab6e42f6-eb03-4cee-9176-80a4de149fc2	2000413712	Wed Feb 02 2011 17:07:09 GMT-0500 (EST)	B4NGG X	1	The problem with Toronto, lies not entirely with their coach or anyone else, but mainly in the fact that the fans continue to support a losing hockey club. Ultimately, professional sports like anything else is about making money, and apparently the Leafs are able to make money and lose at the same time.  If you want them to improve, stop buying tickets and they will be forced to make changes to bring back the fans. I really don't care because I hate the leafs, but there it is. As for Don Cherry, sure he don't know it all, but he definitely has a point. Coaching a team is sure to be difficult enough, even on a team that is actually good, but throwing him under the bus with a survey of that kind certainly wouldn't inspire confidence and wont aid the leafs in there current predicament.
CommentKey:d3d1e2a1-239d-4df2-ab80-3a87e43ea910	2000413712	Wed Feb 02 2011 17:08:33 GMT-0500 (EST)	worndown	17	Don Cherry supported Ron Ford another pompous arrogant bully, so the pattern is set.  He will support Stephen Harper next to keep the collection going.  Don Cherry's bombast used to be entertaining but his schtick is well past its best before date.  Time to retire Don, people are starting to laugh at you rather than with you.
CommentKey:0e381e10-d828-4696-9045-319ed019efe2	2000413712	Wed Feb 02 2011 17:14:53 GMT-0500 (EST)	zktoronto	19	Why is this person even considered a "standard" for coaching?  Don Cherry never won a Stanley Cup as a coach...even with arguably the greatest player ever on his team (Bobby Orr)...  Don Cherry coached a game where he blew a 6-0 lead, against the Canadians, IN THE THIRD PERIOD, allowing Montreal to eventually clinch the Stanley Cup.  What success does he have in the NHL in order to be elevated to an expert in coaching, or having a show called "Coaches Corner"?  Is he Scotty Bowman? Glen Sather? Al Arbour? Fred Shero? Mike Babcock?  Gimme a break.....he is a relic of an old age in the NHL where the "boy's club" got things served to them without merit.....which seems to be going away the last 10-15 years thankfully, and making the NHL relevant again.
CommentKey:a9bd3986-e9d5-41a4-be74-835d386f015e	2000413712	Wed Feb 02 2011 17:23:30 GMT-0500 (EST)	haunruh	4	I know just the guy they need as coach ... good old friend Mike Keenan!!! Hey, even Darryl Sutter is available ... doesn't everybody love him??
CommentKey:81148f4f-c1c0-4dff-81f0-0a7605107380	2000413712	Wed Feb 02 2011 17:26:13 GMT-0500 (EST)	RolandW	8	Also from that poll 62% of the players listed blue as their favourite color,and  68% preferred canoodling in front of the fireplace over long walks on the beach...
CommentKey:0b4a8e43-9662-4afd-a6d7-029526d05e79	2000413712	Wed Feb 02 2011 17:29:17 GMT-0500 (EST)	Northern Eagle	11	If losing is a priority, then Toronto is the place to play.
CommentKey:34e35f48-7e73-494c-8f3d-89c5ef4b761c	2000413712	Wed Feb 02 2011 17:34:09 GMT-0500 (EST)	kanute	11	This is a 'has been' talking about another soon to be  'has been'.  The only difference between the two will be that Wilson will likely rettire gracefully and not prove to everyone that he is an ignorant dinosaur.
CommentKey:c0b06e8d-b9da-43f7-97ca-fc4fc7c430bb	2000413712	Wed Feb 02 2011 17:44:22 GMT-0500 (EST)	solus909	13	Score some points for criticising him on Coach's Corner then score some points for sticking up for him.  Way to play both sides, Don.
CommentKey:8da885a1-8377-4dd7-a646-495fb78ef493	2000413712	Wed Feb 02 2011 17:47:15 GMT-0500 (EST)	lastbeothuk	10	Cherry is the reason I turn off the sound between the first and second period. The reality is that Burke and Wilson’s roles have been reversed.  Burke, as manager should make decisions that are ruthless and without regard for the players feelings. His only goal should be to win. The bottom line! On the other hand, Wilson should be getting the best out of every player. He cannot achieve that with loose lips, antagonism and negativity. The recent poll says it all. If the top six lines in the NHL were to join the Leafs, they would win the first few games and then the Wilson effect  would screw up their heads.
CommentKey:01cc89f9-1f33-4c91-9aaa-bc4c114a68d4	2000413712	Wed Feb 02 2011 17:50:13 GMT-0500 (EST)	CalgaryG 	3	Well, duh. What player would choose to play for a crap team in a fishbowl atmosphere for a dour coach? So many posters are knee-jerk Cherry haters that offer no real value to the discussion here. I can't take him too seriously either in those awful suits but hey, he actually does have a point i.e., what's the point of the poll in the first place?
CommentKey:cb11202f-2178-408d-9219-2d79b26a87eb	2000413712	Wed Feb 02 2011 17:54:21 GMT-0500 (EST)	terrza	9	Poor Ron, this is gotta hurt more than the players poll.
CommentKey:261dde6e-37fd-4ff6-9899-764512ca0258	2000413712	Wed Feb 02 2011 17:56:27 GMT-0500 (EST)	ranger33	14	Don Cherry sits there and criticizes others. The final straw for me was when he started getting on the Sedins, calling them bobsy twins. I don't have a brother, wish I did.  I don't think that having a brother is a reason to be criticized
CommentKey:8bd38144-fe29-4aa7-92bf-0a38c1705537	2000413712	Wed Feb 02 2011 17:56:50 GMT-0500 (EST)	terrza	13	zktoronto  Great post, truer words were never spoken. When Don 'of man' Cherry had to coach a team that wasn't loaded with stars he fell flat on his face and was frogmarched out of town pronto. A circus clown, nothing more.
CommentKey:4a804931-a4f4-43a8-b152-5717b3dfda20	2000413712	Wed Feb 02 2011 18:00:36 GMT-0500 (EST)	tychicum	11	The Liberace of hockey ...
CommentKey:6a3870fa-3ac7-4913-a8d3-e5df99ab8bdb	2000413712	Wed Feb 02 2011 18:01:27 GMT-0500 (EST)	BubbaBaxter	10	zktoronto  bleated: "Gimme a break.....he is a relic of an old age in the NHL where the "boy's club" got things served to them without merit.....which seems to be going away the last 10-15 years thankfully, and making the NHL relevant again."  Relevant again? Spoken like a true blue, pre-pubescent child who was still just Daddy's little squirt and a tear in his eye 10-15 years ago.  "Old age" hockey, as you call it, was infinitely more exciting than the watered down, Amuricanized NHL of today. Of course, you'd have to be old enough to know this to be true.  Kiddies like you are apparently more interested in figure skaters than hockey players. Next thing you'll be bleating is that the game is just "too rough" and needs less testosterone and more estrogine.
CommentKey:791e5666-5f4b-464b-9c4c-6a8b550b39f1	2000413712	Wed Feb 02 2011 18:05:18 GMT-0500 (EST)	Beaverbrook	22	When will the CBC put this old cow out to pasture?
CommentKey:bb64ea95-244c-4e15-b6d3-048980478128	2000413712	Wed Feb 02 2011 18:21:06 GMT-0500 (EST)	Legacylosers40	11	Don, your done like dinner. You went out of your sphere of knowlege and started calling people Pinkos and the like.  No one wants to listen to you anymore. You have gone Howie Meekerish.
CommentKey:b4728db8-e414-46d7-9d10-f8ef5138ee46	2000413712	Wed Feb 02 2011 18:26:40 GMT-0500 (EST)	SebastienMassey	12	Don Cherry is such a whiner. Never seen somebody whine as much as he does.
CommentKey:1ef474c7-d663-4e4e-927f-f77d9fd2fec8	2000413712	Wed Feb 02 2011 18:31:15 GMT-0500 (EST)	leonard j provost jr	2	"i will take grapes as my coach any day and remember you will be an old cow someday [if you're lucky]
CommentKey:1c519abf-be83-4e91-9145-e411746f5921	2000413712	Wed Feb 02 2011 18:35:53 GMT-0500 (EST)	JustinPower	10	It was a stupid poll.  If the GM's answered; "what player is the most overrated or what player would you least like on your team" the nhlpa would be throwing fits.  There was no class in asking the question in the first place.
CommentKey:19555d47-8fde-4261-acbf-19c81403f7b4	2000413712	Wed Feb 02 2011 18:42:42 GMT-0500 (EST)	blakedes	6	The only reason players named Wilson as the coach they'd least like to play for is that Cherry himself wasn't on the list!
CommentKey:6c9af4ff-c7d4-4c25-8346-963f6355b3df	2000413712	Wed Feb 02 2011 18:45:02 GMT-0500 (EST)	spaceman	4	Habs and Canuck fans are the biggest whiners in hockey.  Every time they lose it's always somebody ease's fault. They whine if the announcers don't praise their team the way they think they should be praised. They whine about Cherry because he tells it like it is.  If he sees something he doesn't like, he say it, no matter which team it is. Hab and Canuck fans are so fragile that they can't handle that.  It's called insecurity.  I don't always agree with everything Cherry says either.  But i'm smart enough to know that he knows more about hockey than every single poster on this site.
CommentKey:ad26157d-da0a-4be4-af01-22c470d6bbf9	2000413712	Wed Feb 02 2011 18:50:56 GMT-0500 (EST)	FFMedic	4	The reason why no one wants to play for the leafs is the same reason the "Allstars" picked Kessel last!!!
CommentKey:e9d50268-81ce-4fcd-bc21-c731df420e77	2000413712	Wed Feb 02 2011 18:56:12 GMT-0500 (EST)	seoulbrother	7	I love how everyone is lining up to defend Wilson.  He's a coach of a horrible team and is arrogant, pushy, mean and bitter in public.  He called a reporter a swear word for asking about the booing fans and then walked out of a press conference.  Because apparently the fans and reporters should take his feelings into consideration before disapproving of yet another failure of a year under his direction.    Let's see, a coach who has never won anything despite heading some great teams in SJ and the Olympics, is rude and abrasive and the players hate him.  You can retire now Cherry!  We've found your replacement!
CommentKey:21754863-35d6-4d47-bb2a-08a8cc05e34e	2000413712	Wed Feb 02 2011 18:56:20 GMT-0500 (EST)	poorboy2	10	Why not tell the truth..Don Cherry's lived by his big mouth. He is disrespectful and an arrogant ass. Anything he has is due to us .. buying his crappy dvd's and paying a ridiculous salary.. please go away.. one time we wanted to hear his 'gung ho's..but that was a long time ago..he hurts more than  he helps, at one time years ago he  could put a smile on peoples faces , and he was somewhat genuine, not anymore. He actually believes the crap he spews. don is a washed up old fart who sees himself differently than most. His comments on hockey night in canada are getting 'old and outdated',  and its time for him to hang up his tack. Ron ought to go with him. Two dip's together, flying  off into the sunset. Why can't CBC get some real commentators like TSN, or Sportsnet, media types who are smart and show it,withoug putting people down, whether its other players or an enemy of 'big brother' and his odd couple buddy, Harper, he has run his course. Good riddance Donny and Ronny. Plz no goodbyes.. just ride off into the sunset, and start on the western end of Vancouver Island...*tears of happy fallin'* '
