Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:259e8542-3178-4e61-a775-f6ae1ee96e55	2000415568	Fri Feb 11 2011 17:59:07 GMT-0500 (EST)	Con Crusader	28	"You lefties can go jump in the ocean now, this is MAJORITY territory! Thank God for Michael Ignatieff. Everybody is going to vote Conservative. Canada will soon be ours!"
CommentKey:6b2412bf-988b-4c9a-b8a6-059c04a875a6	2000415568	Fri Feb 11 2011 17:59:58 GMT-0500 (EST)	RichardProvencher	23	"Come on Mr. Ignatieff and Mr. Layton, join with the Bloc and defeat the government and let's have an election to clear the air. You have danced and salivated too long these past years about doing this or that, then change your minds, again and again. Stop your fumbling and tumbling and call it. Us seniors will give the Conservatives a majority that will scare the pants off you."
CommentKey:be375240-1b6b-47d8-826c-df3e76db96bf	2000415568	Fri Feb 11 2011 18:00:12 GMT-0500 (EST)	bruce in london	26	"Iggy,keep on promoting a National day care scheme.Keep on opposing tough on crime legislation.Keep on opposing changes to our immigration rules.Keep on recommending higher taxes for our businesses, Our govt. is on the right track on all major issues.Go Stephen Go!!"
CommentKey:1d2cdfc0-2cbb-417e-b36a-a19ed2e23f8b	2000415568	Fri Feb 11 2011 18:02:42 GMT-0500 (EST)	Peter1a	9	"Ekos has really lost the plot.  All other posters are calling it way, way closer. Seems Graves has sold out to the CPC"
CommentKey:0210dc10-f53b-4e3f-9f04-95d1dea09bd7	2000415568	Fri Feb 11 2011 18:03:54 GMT-0500 (EST)	FranksAndBeans	14	"Okay I'll start it off.  So..... 37.5 people said they would have the Conservatives in charge over everyone else.  Now let all pull out their calculators and say 62.5 percent dont want them...........  To that I might as well counter now, just like always its the total for votes for one party that matters not a collection of all the others.  Whew, I am done I think I covered it all."
CommentKey:84ca55cf-0438-4214-99d0-9d1951453961	2000415568	Fri Feb 11 2011 18:04:18 GMT-0500 (EST)	man4change	8	"Canada needs a Liberal majority government. I can't believe that after all the scandals, lies, backroom agendas and deception how anyone would consider re-electing this backward regime. I am optimistic that voters will come around and defeat the Tories before what's left of Canada disappears. Ekos is known for its pro-conservative slant."
CommentKey:1a7fa174-d18d-406c-8ac6-875c9d3904ea	2000415568	Fri Feb 11 2011 18:05:01 GMT-0500 (EST)	Buchoman	6	"The Tories’ recent success can be largely attributed to their keen ability to distinguish between Sound Politics versus Sound Public Policy. In recent months, our government has (successfully) capitalized on numerous “Wedge Issues” (positions that 2% love, 2% hate, and 96% are ambivalent to).  Prime examples include the sudden cancelation of the Long Form Census, and today’s Burka Ban Bill.  In both cases our government took positions that, objectively speaking, have no merit whatsoever from a public policy standpoint, but resonate very well among nativists and other segments of the voting public.  There are still several “Wedge Issues” that our government has not yet fully harvested, and I wouldn’t be surprised if, over the months to come, Canadians become engaged in feisty debates over upcoming government bills relating to Capital Punishment, Abortion, Gay-related issues, and Immigration Reform."
CommentKey:4c4d78aa-f30c-4b63-8ee0-27470eb2eb36	2000415568	Fri Feb 11 2011 18:05:42 GMT-0500 (EST)	Joannie04	27	"WHAT??? This not on the front page? Strange, n'est-ce pas? If the results were reversed this would be the top story!!! Good news though.   And Frank continues to advise to the Liberals: ""The Liberals and the NDP... might want to consider an urgent rethink of their preliminary election framing, or perhaps even the idea of an election at all."" Ya think???? They also might want an ""urgent rethink"" of Michael Ignatieff. However, he works for me!! Let's keep the status quo!! Things look good this way!"
CommentKey:a2744e57-0222-4d49-ab01-9349fbe8b2d9	2000415568	Fri Feb 11 2011 18:06:40 GMT-0500 (EST)	Norman	9	"If  we are ever able to rid ourselves of this conservative scourge, we may have to take a page from the Egyptian handbook."
CommentKey:a54999d3-760e-4f7a-8160-699943c4078d	2000415568	Fri Feb 11 2011 18:09:25 GMT-0500 (EST)	daveyconnauton	27	I love how the bad news for the LPC is released at 6:00 EST on a Friday.
CommentKey:192d8df4-9d4d-4e58-adb4-c3a492bfdfd5	2000415568	Fri Feb 11 2011 18:09:26 GMT-0500 (EST)	parnel	7	I frankly don't believe those numbers are a true picture of how Canadians feel. Harper has been getting very negative press recently and talk of an election has also come from his party.
CommentKey:4121bdfc-56fa-4c45-ab15-407e93117d6c	2000415568	Fri Feb 11 2011 18:13:54 GMT-0500 (EST)	TroyDavidson	8	I'm not sure I buy Mr. Graves poll.  Other polls show the Conservatives dropping in support over the past month.  There is no other poll that has the Conservatives at 37% and the Liberals at only 24% or the NDP at only 14%.  It looks like a bit of a rogue poll to me.
CommentKey:743a3db2-d830-446c-b481-5b09e19d0812	2000415568	Fri Feb 11 2011 18:17:21 GMT-0500 (EST)	Ottawa#1	16	"All I have to say to this is   LMAO Liberals!  The lead will most likely fall by the next poll in 2 weeks, but this is just great!  Whether this is one poll or not, I can't remember seeing these kinds of numbers in an EKOS poll for some time and so this should be troubling to not just the Liberals, but the entire opposition (except maybe the Greens, who might just win their first seat!  They did in the UK with 1% of the vote =P)  Come on opposition, bring down the government, I dare ya!  ""Oh those big meannie, corporate toady, bible worshipping, oil drinking for breakast, little puppy-eating, kitten-stomping, prisoner-guillotining, republican thugs in the Harper government are leading in the polls!  Ba-Humbug, they still have 63% of people against them""  The above is my predicted opposition response to this poll, until next time! Don't worry Liberals, we'll always have 34% in the polls.  -Signed university student who can't wait to help volunteer in the election that'll bring in a Tory majority"
CommentKey:84e17c06-0e6d-4ccd-b18a-8553ba843ff9	2000415568	Fri Feb 11 2011 18:17:37 GMT-0500 (EST)	JackABC	6	this is strange
CommentKey:d8f19413-2e55-4ca4-921b-781544cbcef2	2000415568	Fri Feb 11 2011 18:17:52 GMT-0500 (EST)	William J. Godfrey	6	"Simply, I do not believe this Poll!  It is not what have been observing on the social networks."
CommentKey:54ae1c68-c3cc-42f0-9f97-ba28c6fd8c3d	2000415568	Fri Feb 11 2011 18:21:39 GMT-0500 (EST)	gswaters	12	"One poll is but a snapshot, but the trendline is positive for the Tories. Watch for the election fire to sputter and dwindle in the Libs and NDP and for some sort of compromise to develop over the Budget."
CommentKey:9110cb61-9ea0-4163-8abf-a5225f428524	2000415568	Fri Feb 11 2011 18:21:47 GMT-0500 (EST)	Spruce	18	I'm glad this poll has finally been released. It's looking more likely that Canadians will be heading to the polls this spring and a Conservative majority government will be the likely result.
CommentKey:2d5f2209-a3ae-461e-a01a-81b81f9ea5f0	2000415568	Fri Feb 11 2011 18:21:56 GMT-0500 (EST)	Lost Liberal	13	I guess Iggy will be saying NO NO NO.
CommentKey:8730d02e-3153-4fbc-98d5-5689cb1afa2f	2000415568	Fri Feb 11 2011 18:23:09 GMT-0500 (EST)	Susan L	5	"The Liberals and the NDP... might want to consider an urgent rethink of their preliminary election framing, or perhaps even the idea of an election at all.    Uh-huh.....cause the out of writ polls are so accurate? I have some doubts about the veracity of this document"
CommentKey:c9be7f71-a823-4bbb-9d30-37193157d7e0	2000415568	Fri Feb 11 2011 18:24:20 GMT-0500 (EST)	Con Crusader	11	"This is so hilarious. Everyone on here is so outraged over altered documents and all the other rubbish they throw at the Conservatives, but in reality nobody cares. You lefties are blogging furiously, but the coming majority is being won in Canadians' hearts. We're praying, passing the plate at church and knocking on doors while you blog aimlessly to the choir and fight amongst all the leftist parties. Face it, with the Tories being assimilated by Reformers, Stephen Harper is invincible, and Canada is about to see what he meant by unrecognizable ""change"". It doesn't matter how many scandals the lamestream media digs up because people trust our government more than Liberals. Think of the polls after Sun News goes live! No more incremental pandering to pacify a whining opposition. What a great day to be a supporter of Stephen Harper's Conservatives. Thanks Iggy."
CommentKey:f8bc0987-1fa8-4a61-b726-b3ab838790cd	2000415568	Fri Feb 11 2011 18:24:54 GMT-0500 (EST)	JLB 68	11	"This poll shows that Canadians understand which party is best suited to govern this country.  The Liberals had had decades to live up to its promises (and potential). JeanChretien blatantly lied when he promised to repeal the GST before taking office in 1994, and Paul Martin was arrogant regarding use of EI surpluses.   PM Harper has made mistakes, and he's not a particularly inspiring or charismatic figure. However, he has shown a real understanding of what the economy needs."
CommentKey:6cf40bee-9ec6-449d-8e73-d2253f4ff95a	2000415568	Fri Feb 11 2011 18:25:38 GMT-0500 (EST)	ahappytoon	3	i hope iggy brings his harvard teachings to us poor canadians because were too stupid to think for our selves and we neeeeed his help in telling us on how to live like the usa . its  iggy or im gona vote fur jack the talliban hugger lol lol lol '
CommentKey:c48921a9-ae38-4964-a7ab-28eae4130197	2000415568	Fri Feb 11 2011 18:25:44 GMT-0500 (EST)	T2Steve	7	"*** Please note, Poll taken before the Oda debacle from earlier today ***  I don't think it matters anymore. The electorate has become so detatched that they don't even notice the continual scandals that Harper's gov't provides on a seemingly day to day basis.   I miss the days where the ministry of health was one of the most important. When we would hold an election to let Canadians decide what to do with our Federal Surplus. When we would be outraged to find out that the population was lied to.  I think if the question was asked ""Do you trust or believe that the Harper Government is being fully honest and accountable?""  the result would be much, much lower.  Paul Martin would school the Cons in an election today. Iggy might, but we will never know because he won't ever be around when an election is called. He's had a lot of negative put down on him, but I'm reserving my judgement for when we actually get to know anything about the man from his own account, rather than that of an attack ad.  BTW, doesn't anyone else think that it's ironic that the Conservative government finds anyone to be ""too American""? I mean, most Canadians find the current Con breed to be Too Republican.   I miss Joe Clarke."
CommentKey:1151c4ac-f6d1-43be-8b65-ca6f2bdc15c8	2000415568	Fri Feb 11 2011 18:25:53 GMT-0500 (EST)	mike.fisher	12	Go Tories!
CommentKey:eb3b8f35-0f1f-484b-96f5-308ffd134d90	2000415568	Fri Feb 11 2011 18:26:09 GMT-0500 (EST)	Proveritas	12	The CBC types are crying in their champagne.
CommentKey:4a127341-453c-4f80-aaca-a419b3d5b968	2000415568	Fri Feb 11 2011 18:26:55 GMT-0500 (EST)	Cayyce	8	This is alarming. The Conservatives have done a lot of damage in a minority position already running four $60 billion deficits in a row and they want to cut taxes even more and privatize health care by proxy. They're an embarrassment internationally with their leader today comparing the astonishing peaceful democratic revolution in Egypt to toothpaste being spilled from a tube? Utterly bucolic. What do these people want? It's time to amend the constitution to bring in proportional representation so that these kind of lesser educated and uncultured people are kept out of positions of responsibility.
CommentKey:aa58c241-7498-4f17-be97-7547aaad240b	2000415568	Fri Feb 11 2011 18:27:41 GMT-0500 (EST)	Rick 314	11	"This is just the set up for two weeks from now, when the polls will show only a 10 point margin and the CBC will trumpet in nightly newscasts, radio and all day news reports that the Liberals are surging.    Today it is just a quiet story completely downplaying the the major item: Liberal lack of support, ""the party's worst-ever showing at the polls""."
CommentKey:d91b8e16-e84e-463c-a8a5-4c22dbfe43cf	2000415568	Fri Feb 11 2011 18:28:19 GMT-0500 (EST)	CharlesJohnson	7	"When things are looking bad for the reform party, their numbers go up? Time to question the source. The only way the numbers are accurate is if Harpers mom is polling deaf and blind people in Calgary. We don't have to wait for Sun tv..."
CommentKey:7ab4982e-7597-428b-8587-a67b15429c92	2000415568	Fri Feb 11 2011 18:32:17 GMT-0500 (EST)	taxpayer1	9	I can't wait to read all the creative writing and  lame post like: 62.7 % don't support the Conbots. By that reasoning I wonder who 75.2% and 85.8% of voters don't support. Anyway keep up the good work Mr. Ignatieff.
CommentKey:fcf8717e-0076-49c5-a2dd-d337131e8779	2000415568	Fri Feb 11 2011 18:32:22 GMT-0500 (EST)	Iceman6802	8	"Why isn't this the lead story??? Evan was shocked by these results on his show. There was a ""OMG"" feeling on the show for a while there. Of course he quickly changed the topic and never went back to it. Sort of like Mr. Rossi leaving the liberals and going PC. You won't hear another peep about that on P&P."
CommentKey:d6494f3d-55d3-4636-9606-670d34d3544d	2000415568	Fri Feb 11 2011 18:33:02 GMT-0500 (EST)	AugustMurphy-King	6	"Young people absolutely, 100% have to go out and vote this next time around.  If everyone eligible to vote under 30 did actually vote, then the Cons wouldn't stand a chance."
CommentKey:343affb6-2b1a-4bcf-800a-5f1ce3fccdff	2000415568	Fri Feb 11 2011 18:38:24 GMT-0500 (EST)	cowen75	11	"The poll was released yesterday according to the date on the headline, as of 7:00 am MST it wasn't on the website, and as of 4:30 MST there are no comments posted about this 12.5 % Conservative lead over the Liberals?  CBC spin doctors must have been up late last night trying to put a positive spin on this story.  Why so late?  Why no comments?  Is CBC biased against news which shows how desperate Iggy is getting?  Tory majority and the fall of Iggy on the horizon.  Will this ever get posted?  4:37 MST"
CommentKey:2c429fb4-921d-4a1c-b4b5-5d9fed9735b7	2000415568	Fri Feb 11 2011 18:41:12 GMT-0500 (EST)	DakMan	8	"Ouch, tough news for Ignatieff. I imagine the only Liberals gunning for an election now are the ones that simply want to put an end to Ignatieff's leadership.  No election this spring folks, move along, move along...."
CommentKey:9ca5c9ad-7c91-4a03-987a-715446db3fd1	2000415568	Fri Feb 11 2011 18:41:40 GMT-0500 (EST)	Keroba	2	"Numbers such as those would probably be good enough for a majority, seeing as both the Liberal and NDP seat count would go down, the NDP in BC and the Liberals in Ontario, BC, and out East.  Bob Rae could tell ya that 37% is all you need for a majority (see 1990 Ontario election).  Still can't see the Greens getting 10.7% on election day, and Other seems rather high at 3%."
CommentKey:83a7afd6-61e0-451e-8cc6-ebf326098de6	2000415568	Fri Feb 11 2011 18:42:03 GMT-0500 (EST)	LiveInBC	10	yeah right. bring it on..
CommentKey:f0d51e74-6359-4fd3-9668-5af864504981	2000415568	Fri Feb 11 2011 18:42:35 GMT-0500 (EST)	Calgary Flamer	10	I can hear the lefties whining already.  More good news for the Conservatives.
CommentKey:8414a49c-efd3-48f2-859d-2c114cc2a6b6	2000415568	Fri Feb 11 2011 18:44:27 GMT-0500 (EST)	Calgary Flamer	12	"Mr. Ignatieff, please do not quit as leader of the Liberals.  You are the best spokesperson, the Conservatives have had in a long while."
CommentKey:08216815-7274-4bfe-b620-fe755d5dfbf9	2000415568	Fri Feb 11 2011 18:44:35 GMT-0500 (EST)	oldgreg	7	Maybe Ekos  (Mr. Graves) should stick to polling and and ix-nay on the personal opinions.
CommentKey:0a7bde1e-7da9-4269-a678-607f870c7927	2000415568	Fri Feb 11 2011 18:45:54 GMT-0500 (EST)	Mechanik	7	"Guess this means the Liberals will be voting against the budget, but only a few of them. The rest will be sick with the Liberal malaise. Wouldn't want to risk having to fight an election and being totally wiped out."
CommentKey:b9ac1bf9-87a1-4578-a2c7-c515a37eecc3	2000415568	Fri Feb 11 2011 18:46:28 GMT-0500 (EST)	Proveritas	6	pj4nier  Appears you are in the minority.  The Libs were all bravado about bringing down the government.  I suppose this poll might change their tune.  But then it is always what is best for the Liberals not what is best for the country.  Manipulative and deceitful ?  I suppose  the Libs are as pure as the driven slush.
CommentKey:fcbf638d-47bc-498d-aeb5-1a232ad05e63	2000415568	Fri Feb 11 2011 18:46:39 GMT-0500 (EST)	Anne Owens	12	It's very difficult for me to believe that 37% of Canadians support this corrupt government. I'd rather believe the numbers have been fudged in some way.
